subID,domEyeR,threshStHi,threshStLo,thresh,Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST,
32,1,0.26495,0.22929,0.24712,305,27,104,0,1,0,1,1,1,1.1245,1
32,1,0.26495,0.22929,0.24712,306,22,111,1,0,1,0,1,1,1.1939,0
32,1,0.26495,0.22929,0.24712,307,22,115,0,1,0,1,1,1,1.3504,1
32,1,0.26495,0.22929,0.24712,308,29,102,0,1,1,0,1,1,1.3105,0
32,1,0.26495,0.22929,0.24712,309,1,136,0,1,0,1,1,1,1.0826,1
32,1,0.26495,0.22929,0.24712,310,31,0,1,1,1,0,0,0,5.0139,0
32,1,0.26495,0.22929,0.24712,311,24,110,1,1,1,0,1,1,1.6114,0
32,1,0.26495,0.22929,0.24712,312,17,113,1,1,0,1,1,1,1.3088,1
32,1,0.26495,0.22929,0.24712,313,28,100,0,1,0,1,1,1,1.1468,1
32,1,0.26495,0.22929,0.24712,314,6,129,0,0,0,1,1,1,1.3231,1
32,1,0.26495,0.22929,0.24712,315,13,118,1,1,1,0,1,1,1.5052,0
32,1,0.26495,0.22929,0.24712,316,21,109,0,1,1,0,1,1,1.8398,0
32,1,0.26495,0.22929,0.24712,317,15,116,1,0,1,0,1,1,1.4613,0
32,1,0.26495,0.22929,0.24712,318,25,111,0,0,0,1,1,1,1.2305,1
32,1,0.26495,0.22929,0.24712,319,2,131,1,1,0,1,1,1,1.0704,1
32,1,0.26495,0.22929,0.24712,320,6,129,0,0,0,1,1,1,1.1761,1
32,1,0.26495,0.22929,0.24712,321,14,115,0,1,1,0,1,1,1.2538,0
32,1,0.26495,0.22929,0.24712,322,27,106,1,0,1,0,1,1,1.5959,0
32,1,0.26495,0.22929,0.24712,323,22,111,1,1,0,1,1,1,1.2391,1
32,1,0.26495,0.22929,0.24712,324,20,115,0,0,0,1,1,1,1.507,1
32,1,0.26495,0.22929,0.24712,325,23,109,1,1,0,1,1,1,1.4842,1
32,1,0.26495,0.22929,0.24712,326,23,109,1,1,0,1,1,1,1.1854,1
32,1,0.26495,0.22929,0.24712,327,30,96,1,1,0,1,1,1,1.3383,1
32,1,0.26495,0.22929,0.24712,328,5,129,0,0,1,0,1,1,1.3242,0
32,1,0.26495,0.22929,0.24712,329,1,136,0,0,1,0,1,1,2.0803,0
32,1,0.26495,0.22929,0.24712,330,20,110,1,0,0,1,1,1,1.1837,1
32,1,0.26495,0.22929,0.24712,331,2,131,1,0,0,1,1,1,0.94817,1
32,1,0.26495,0.22929,0.24712,332,19,112,0,0,0,1,1,1,1.157,1
32,1,0.26495,0.22929,0.24712,333,21,109,0,0,1,0,1,1,1.3359,0
32,1,0.26495,0.22929,0.24712,334,29,93,1,1,0,1,1,1,1.2232,1
32,1,0.26495,0.22929,0.24712,335,3,133,0,1,1,0,1,1,1.3067,0
32,1,0.26495,0.22929,0.24712,336,16,111,0,1,0,1,1,1,0.93189,1
32,1,0.26495,0.22929,0.24712,337,2,131,1,1,0,1,1,1,1.1549,1
32,1,0.26495,0.22929,0.24712,338,19,112,0,0,1,0,1,1,2.1877,0
32,1,0.26495,0.22929,0.24712,339,18,117,0,0,0,1,1,1,1.1739,1
32,1,0.26495,0.22929,0.24712,340,3,129,1,0,0,1,1,1,1.1289,1
32,1,0.26495,0.22929,0.24712,341,11,125,0,1,0,1,1,1,1.0844,1
32,1,0.26495,0.22929,0.24712,342,21,109,0,1,0,1,1,1,1.1911,1
32,1,0.26495,0.22929,0.24712,343,8,128,0,1,0,1,1,1,1.1183,1
32,1,0.26495,0.22929,0.24712,344,13,118,1,1,0,1,1,1,1.4065,1
32,1,0.26495,0.22929,0.24712,345,29,102,0,1,0,1,1,1,1.7293,1
32,1,0.26495,0.22929,0.24712,346,20,115,0,1,0,1,1,1,1.2331,1
32,1,0.26495,0.22929,0.24712,347,25,106,1,0,0,1,1,1,1.3253,1
32,1,0.26495,0.22929,0.24712,348,8,128,0,1,1,0,1,1,1.2877,0
32,1,0.26495,0.22929,0.24712,349,20,115,0,1,1,0,1,1,1.2819,0
32,1,0.26495,0.22929,0.24712,350,18,111,1,1,1,0,1,1,1.3145,0
32,1,0.26495,0.22929,0.24712,351,13,118,0,1,0,1,1,1,1.2996,1
32,1,0.26495,0.22929,0.24712,352,31,0,1,1,1,0,0,0,5.0102,0
32,1,0.26495,0.22929,0.24712,353,16,111,0,0,0,1,1,1,1.1894,1
32,1,0.26495,0.22929,0.24712,354,20,110,1,1,0,1,1,1,1.3203,1
32,1,0.26495,0.22929,0.24712,355,10,128,0,0,0,1,1,1,1.2496,1
32,1,0.26495,0.22929,0.24712,356,3,133,0,0,1,0,1,1,1.3746,0
32,1,0.26495,0.22929,0.24712,357,14,121,1,0,0,1,1,1,1.1877,1
32,1,0.26495,0.22929,0.24712,358,31,0,1,1,1,0,0,0,5.0012,0
32,1,0.26495,0.22929,0.24712,359,5,129,0,1,0,1,1,1,1.469,1
32,1,0.26495,0.22929,0.24712,360,8,129,1,1,0,1,1,1,1.0597,1
32,1,0.26495,0.22929,0.24712,361,28,108,1,0,0,1,1,1,1.4648,1
32,1,0.26495,0.22929,0.24712,362,22,115,0,1,1,0,1,1,1.1777,0
32,1,0.26495,0.22929,0.24712,363,28,100,0,1,1,0,1,1,1.4748,0
32,1,0.26495,0.22929,0.24712,364,25,111,0,1,0,1,1,1,1.6021,1
32,1,0.26495,0.22929,0.24712,365,9,129,0,1,0,1,1,1,1.1093,1
32,1,0.26495,0.22929,0.24712,366,23,103,0,0,0,1,1,1,1.1859,1
32,1,0.26495,0.22929,0.24712,367,8,129,1,1,1,0,1,1,1.2568,0
32,1,0.26495,0.22929,0.24712,368,27,104,0,0,0,1,1,1,1.1554,1
32,1,0.26495,0.22929,0.24712,369,3,129,1,1,0,1,1,1,1.0926,1
32,1,0.26495,0.22929,0.24712,370,20,110,1,1,1,0,1,1,1.272,0
32,1,0.26495,0.22929,0.24712,371,31,0,1,1,1,0,0,0,5.0037,0
32,1,0.26495,0.22929,0.24712,372,26,106,1,0,0,1,1,1,1.3823,1
32,1,0.26495,0.22929,0.24712,373,13,118,1,1,0,1,1,1,1.3802,1
32,1,0.26495,0.22929,0.24712,374,18,117,0,0,1,0,1,1,1.54,0
32,1,0.26495,0.22929,0.24712,375,21,109,0,1,0,1,1,1,1.3089,1
32,1,0.26495,0.22929,0.24712,376,24,110,1,1,0,1,1,1,1.2625,1
32,1,0.26495,0.22929,0.24712,377,15,121,0,1,0,1,1,1,1.3786,1
32,1,0.26495,0.22929,0.24712,378,18,111,1,1,0,1,1,1,1.2469,1
32,1,0.26495,0.22929,0.24712,379,27,106,1,1,0,1,1,1,1.4758,1
32,1,0.26495,0.22929,0.24712,380,10,128,0,1,1,0,1,1,1.2694,0
32,1,0.26495,0.22929,0.24712,381,18,117,0,1,0,1,1,1,1.1631,1
32,1,0.26495,0.22929,0.24712,382,31,0,1,1,1,0,0,0,5.0136,0
32,1,0.26495,0.22929,0.24712,383,2,131,1,1,1,0,1,1,1.31,0
32,1,0.26495,0.22929,0.24712,384,4,128,1,1,0,1,1,1,1.2413,1
32,1,0.26495,0.22929,0.24712,385,31,0,1,1,1,0,0,0,5.0152,0
32,1,0.26495,0.22929,0.24712,386,6,129,0,1,0,1,1,1,1.2895,1
32,1,0.26495,0.22929,0.24712,387,18,111,1,1,0,1,1,1,1.1347,1
32,1,0.26495,0.22929,0.24712,388,30,97,0,1,1,0,1,1,1.4027,0
32,1,0.26495,0.22929,0.24712,389,26,105,0,1,0,1,1,1,1.2499,1
32,1,0.26495,0.22929,0.24712,390,8,129,1,0,0,1,1,1,1.132,1
32,1,0.26495,0.22929,0.24712,391,19,115,1,1,0,1,1,1,1.2496,1
32,1,0.26495,0.22929,0.24712,392,31,0,1,1,1,0,0,0,5.0138,0
32,1,0.26495,0.22929,0.24712,393,3,133,0,0,0,1,1,1,1.2829,1
32,1,0.26495,0.22929,0.24712,394,10,124,1,1,0,1,1,1,1.4261,1
32,1,0.26495,0.22929,0.24712,395,7,127,1,0,0,1,1,1,1.2745,1
32,1,0.26495,0.22929,0.24712,396,26,105,0,1,1,0,1,1,1.7025,0
32,1,0.26495,0.22929,0.24712,397,23,103,0,1,1,0,1,1,1.4433,0
32,1,0.26495,0.22929,0.24712,398,19,115,1,1,1,0,1,1,1.51,0
32,1,0.26495,0.22929,0.24712,399,27,104,0,0,1,0,1,1,1.5394,0
32,1,0.26495,0.22929,0.24712,400,6,129,1,0,1,0,1,1,1.4224,0
