subID,dot_lag,Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST,subID
7,5,21,21,114,1,2,1,1,1,1,0.97117,7
7,5,10,10,128,2,2,1,1,1,1,1.0836,7
7,5,25,25,111,2,2,1,2,1,1,0.94371,7
7,5,11,11,123,1,2,2,2,1,1,1.1407,7
7,1,31,31,0,1,1,2,1,0,0,0.007929,7
7,5,23,23,109,1,2,2,2,1,1,0.88122,7
7,5,7,7,128,2,1,1,2,1,1,0.90319,7
7,5,8,8,128,2,2,2,1,1,1,0.9285,7
7,5,16,16,128,1,1,1,2,1,1,0.94335,7
7,5,23,23,109,1,1,2,2,1,1,1.0474,7
7,5,7,7,127,1,1,1,2,1,1,0.90371,7
7,5,23,23,103,2,2,1,2,1,1,1.0309,7
7,5,5,5,129,2,2,1,2,1,1,0.9494,7
7,5,2,2,131,1,2,1,1,1,1,0.28509,7
7,5,17,17,113,1,1,2,2,1,1,1.086,7
7,5,17,17,121,2,1,2,1,1,1,1.1779,7
7,5,20,20,115,2,2,1,2,1,1,1.2432,7
7,5,4,4,125,2,2,1,2,1,1,1.3739,7
7,5,22,22,115,2,2,2,1,1,1,0.99,7
7,0.75,32,32,0,1,1,2,1,0,0,0.003878,7
7,5,20,20,110,1,1,1,1,1,1,1.2897,7
7,5,16,16,128,1,1,2,2,1,1,0.98569,7
7,5,5,5,133,1,2,1,1,1,1,1.0071,7
7,5,15,15,121,2,2,2,1,1,1,0.96118,7
7,5,14,14,121,1,1,1,2,1,1,1.1749,7
7,5,11,11,123,1,1,2,1,1,1,0.91487,7
7,5,28,28,108,1,2,2,1,1,1,0.90756,7
7,0.75,32,32,0,1,1,1,1,0,0,0.0023387,7
7,5,27,27,104,2,2,1,2,1,1,0.85819,7
7,5,20,20,110,1,2,2,1,1,1,1.0153,7
7,5,3,3,133,2,1,1,2,1,1,1.0505,7
7,5,1,1,134,1,1,1,1,1,1,0.96808,7
7,5,4,4,128,1,2,1,1,1,1,1.0795,7
7,5,10,10,124,1,2,1,1,1,1,1.2326,7
7,5,26,26,105,2,2,1,2,1,1,1.6832,7
7,5,25,25,111,2,1,2,2,1,1,1.1019,7
7,5,18,18,117,2,1,2,1,1,1,0.94735,7
7,5,20,20,110,1,2,1,2,1,1,1.0212,7
7,5,14,14,121,1,1,1,1,1,1,0.99575,7
7,5,19,19,115,1,2,1,1,1,1,1.313,7
7,5,29,29,93,1,2,2,2,1,1,1.0757,7
7,5,27,27,106,1,2,2,2,1,1,1.0175,7
7,5,15,15,121,2,1,2,2,1,1,1.0359,7
7,5,13,13,118,1,1,1,2,1,1,1.3157,7
7,5,5,5,133,1,2,1,2,1,1,1.5007,7
7,5,6,6,129,2,1,1,2,1,1,1.002,7
7,5,6,6,129,2,2,2,2,1,1,0.88066,7
7,5,1,1,134,1,1,1,2,1,1,0.97739,7
7,5,9,9,129,2,1,1,2,1,1,1.308,7
7,5,29,29,102,2,2,2,2,1,1,0.95977,7
7,5,23,23,109,1,2,1,1,1,1,0.99386,7
7,5,12,12,122,1,1,1,1,1,1,0.97531,7
7,5,11,11,125,2,2,1,1,1,1,1.0635,7
7,5,27,27,104,2,1,1,2,1,1,1.3837,7
7,5,28,28,100,2,2,1,2,1,1,1.3107,7
7,5,7,7,128,2,2,1,2,1,1,1.0086,7
